n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2,lut,ff,dsp,bram
2588,4,256,4,2,1,1,0,8,2,0.000129,495,1648,999,0,44
2589,4,256,4,2,1,1,0,9,0,0.000180,601,2231,1125,0,44
2590,4,256,4,2,1,1,0,9,1,0.000128,595,2382,1207,0,44
2591,4,256,4,2,1,1,0,9,2,0.000128,595,2382,1207,0,44
2592,4,256,4,2,1,1,0,10,0,0.000184,618,2392,1193,0,44
2593,4,256,4,2,1,1,0,10,1,0.000124,658,3206,1421,0,44
2594,4,256,4,2,1,1,0,10,2,0.000132,654,3207,1421,0,44
2595,4,256,4,2,1,1,0,11,0,0.000188,694,2676,1317,0,44
2596,4,256,4,2,1,1,0,11,1,0.000139,731,3558,1527,0,44
2597,4,256,4,2,1,1,0,11,2,0.000139,731,3558,1527,0,44
2598,4,256,4,2,1,1,0,12,0,0.000169,702,2610,1345,0,44
2599,4,256,4,2,1,1,0,12,1,0.000146,753,3640,1605,0,44
2600,4,256,4,2,1,1,0,12,2,0.000142,756,3641,1605,0,44
2601,4,256,4,2,1,1,0,13,0,0.000181,835,3118,1511,0,44
2602,4,256,4,2,1,1,0,13,1,0.000142,813,4102,1731,0,44
2603,4,256,4,2,1,1,0,13,2,0.000142,813,4102,1731,0,44
2604,4,256,4,2,1,1,0,14,0,0.000200,787,3111,1569,0,44
2605,4,256,4,2,1,1,0,14,1,0.000134,861,4325,1819,0,44
2606,4,256,4,2,1,1,0,14,2,0.000134,861,4325,1819,0,44
2607,4,256,4,2,1,1,0,15,0,0.000188,881,3478,1707,0,44
2608,4,256,4,2,1,1,0,15,1,0.000137,924,4674,1931,0,44
2609,4,256,4,2,1,1,0,15,2,0.000137,924,4674,1931,0,44
2610,4,256,4,4,1,1,0,1,0,0.000118,467,1708,593,0,56
2611,4,256,4,4,1,1,0,1,1,0.000076,437,1886,549,0,56
2612,4,256,4,4,1,1,0,1,2,0.000076,437,1886,549,0,56
2613,4,256,4,4,1,1,0,2,0,0.000095,498,1795,957,0,56
2614,4,256,4,4,1,1,0,2,1,0.000075,536,2213,821,0,56
2615,4,256,4,4,1,1,0,2,2,0.000075,536,2213,821,0,56
2616,4,256,4,4,1,1,0,3,0,0.000108,590,2245,1022,0,56
2617,4,256,4,4,1,1,0,3,1,0.000076,655,2906,1093,0,56
2618,4,256,4,4,1,1,0,3,2,0.000076,655,2906,1093,0,56
2619,4,256,4,4,1,1,0,4,0,0.000090,696,2378,1326,0,56
2620,4,256,4,4,1,1,0,4,1,0.000071,669,2450,1150,0,56
2621,4,256,4,4,1,1,0,4,2,0.000071,669,2450,1150,0,56
2622,4,256,4,4,1,1,0,5,0,0.000100,818,3267,1405,0,56
2623,4,256,4,4,1,1,0,5,1,0.000075,788,3136,1450,0,56
2624,4,256,4,4,1,1,0,5,2,0.000075,788,3136,1450,0,56
2625,4,256,4,4,1,1,0,6,0,0.000093,831,3175,1552,0,56
2626,4,256,4,4,1,1,0,6,1,0.000079,873,3548,1598,0,56
2627,4,256,4,4,1,1,0,6,2,0.000079,873,3548,1598,0,56
2628,4,256,4,4,1,1,0,7,0,0.000100,950,3854,1788,0,56
2629,4,256,4,4,1,1,0,7,1,0.000085,980,4062,1922,0,56
2630,4,256,4,4,1,1,0,7,2,0.000085,980,4062,1922,0,56
2631,4,256,4,4,1,1,0,8,0,0.000083,946,3059,1968,0,56
2632,4,256,4,4,1,1,0,8,1,0.000080,972,3388,1890,0,56
2633,4,256,4,4,1,1,0,8,2,0.000075,973,3389,1890,0,56
2634,4,256,4,4,1,1,0,9,0,0.000107,1130,4496,2148,0,56
2635,4,256,4,4,1,1,0,9,1,0.000080,1169,4730,2297,0,56
2636,4,256,4,4,1,1,0,9,2,0.000080,1169,4730,2297,0,56
2637,4,256,4,4,1,1,0,10,0,0.000113,1191,4714,2277,0,56
2638,4,256,4,4,1,1,0,10,1,0.000084,1293,6385,2684,0,56
2639,4,256,4,4,1,1,0,10,2,0.000084,1293,6385,2684,0,56
2640,4,256,4,4,1,1,0,11,0,0.000106,1337,5295,2522,0,56
2641,4,256,4,4,1,1,0,11,1,0.000090,1394,6978,2892,0,56
2642,4,256,4,4,1,1,0,11,2,0.000087,1394,6978,2892,0,56
2643,4,256,4,4,1,1,0,12,0,0.000101,1373,5023,2572,0,56
2644,4,256,4,4,1,1,0,12,1,0.000090,1450,5617,2876,0,56
2645,4,256,4,4,1,1,0,12,2,0.000090,1450,5617,2876,0,56
2646,4,256,4,4,1,1,0,13,0,0.000123,1449,5929,2904,0,56
2647,4,256,4,4,1,1,0,13,1,0.000093,1521,6472,3108,0,56
2648,4,256,4,4,1,1,0,13,2,0.000093,1521,6472,3108,0,56
2649,4,256,4,4,1,1,0,14,0,0.000115,1470,6018,3012,0,56
2650,4,256,4,4,1,1,0,14,1,0.000095,1639,6703,3292,0,56
2651,4,256,4,4,1,1,0,14,2,0.000096,1641,6696,3292,0,56
2652,4,256,4,4,1,1,0,15,0,0.000115,1602,6645,3268,0,56
2653,4,256,4,4,1,1,0,15,1,0.000087,1758,7250,3544,0,56
2654,4,256,4,4,1,1,0,15,2,0.000087,1758,7250,3544,0,56
2655,4,256,4,8,1,1,0,1,0,0.000071,839,3211,1037,0,80
2656,4,256,4,8,1,1,0,1,1,0.000055,864,3542,957,0,80
2657,4,256,4,8,1,1,0,1,2,0.000055,864,3542,957,0,80
2658,4,256,4,8,1,1,0,2,0,0.000066,911,3380,1733,0,80
2659,4,256,4,8,1,1,0,2,1,0.000055,1012,4133,1485,0,80
2660,4,256,4,8,1,1,0,2,2,0.000055,1012,4133,1485,0,80
2661,4,256,4,8,1,1,0,3,0,0.000073,1113,4214,1877,0,80
2662,4,256,4,8,1,1,0,3,1,0.000055,1364,5564,2013,0,80
2663,4,256,4,8,1,1,0,3,2,0.000054,1300,5564,2013,0,80
2664,4,256,4,8,1,1,0,4,0,0.000062,1277,4509,2445,0,80
2665,4,256,4,8,1,1,0,4,1,0.000053,1246,4601,2125,0,80
2666,4,256,4,8,1,1,0,4,2,0.000053,1246,4601,2125,0,80
2667,4,256,4,8,1,1,0,5,0,0.000069,1559,6177,2629,0,80
2668,4,256,4,8,1,1,0,5,1,0.000064,1458,5730,2759,0,80
2669,4,256,4,8,1,1,0,5,2,0.000062,1470,5727,2759,0,80
2670,4,256,4,8,1,1,0,6,0,0.000073,1518,5587,2911,0,80
2671,4,256,4,8,1,1,0,6,1,0.000057,1595,6387,3167,0,80
2672,4,256,4,8,1,1,0,6,2,0.000058,1591,6390,3167,0,80
2673,4,256,4,8,1,1,0,7,0,0.000074,1743,6831,3375,0,80
2674,4,256,4,8,1,1,0,7,1,0.000059,1824,7355,3615,0,80
2675,4,256,4,8,1,1,0,7,2,0.000059,1824,7355,3615,0,80
2676,4,256,4,8,1,1,0,8,0,0.000064,1790,5658,3695,0,80
2677,4,256,4,8,1,1,0,8,1,0.000064,1722,6098,3551,0,80
2678,4,256,4,8,1,1,0,8,2,0.000064,1722,6098,3551,0,80
2679,4,256,4,8,1,1,0,9,0,0.000071,2091,8249,4071,0,80
2680,4,256,4,8,1,1,0,9,1,0.000065,2110,8622,4351,0,80
2681,4,256,4,8,1,1,0,9,2,0.000065,2110,8622,4351,0,80
2682,4,256,4,8,1,1,0,10,0,0.000074,2280,9101,4327,0,80
2683,4,256,4,8,1,1,0,10,1,0.000063,2325,9438,4791,0,80
2684,4,256,4,8,1,1,0,10,2,0.000063,2325,9438,4791,0,80
2685,4,256,4,8,1,1,0,11,0,0.000080,2412,9701,4809,0,80
2686,4,256,4,8,1,1,0,11,1,0.000061,2592,10590,5201,0,80
2687,4,256,4,8,1,1,0,11,2,0.000061,2592,10590,5201,0,80
2688,4,256,4,8,1,1,0,12,0,0.000079,2544,9514,4905,0,80
2689,4,256,4,8,1,1,0,12,1,0.000067,2771,10613,5496,0,80
2690,4,256,4,8,1,1,0,12,2,0.000067,2771,10613,5496,0,80
2691,4,256,4,8,1,1,0,13,0,0.000076,2758,11191,5553,0,80
2692,4,256,4,8,1,1,0,13,1,0.000065,2948,12190,5953,0,80
2693,4,256,4,8,1,1,0,13,2,0.000068,2943,12191,5953,0,80
2694,4,256,4,8,1,1,0,14,0,0.000074,2835,11349,5769,0,80
2695,4,256,4,8,1,1,0,14,1,0.000062,3116,13032,6322,0,80
2696,4,256,4,8,1,1,0,14,2,0.000062,3116,13032,6322,0,80
2697,4,256,4,8,1,1,0,15,0,0.000080,3226,12585,6297,0,80
2698,4,256,4,8,1,1,0,15,1,0.000066,3374,13640,6809,0,80
2699,4,256,4,8,1,1,0,15,2,0.000066,3374,13640,6809,0,80
2700,4,256,8,1,1,1,0,1,0,0.000761,94,381,205,0,4
2701,4,256,8,1,1,1,0,1,1,0.000457,93,383,159,0,4
2702,4,256,8,1,1,1,0,1,2,0.000457,93,383,159,0,4
2703,4,256,8,1,1,1,0,2,0,0.000717,116,435,323,0,4
2704,4,256,8,1,1,1,0,2,1,0.000447,114,461,267,0,4
2705,4,256,8,1,1,1,0,2,2,0.000447,114,461,267,0,4
2706,4,256,8,1,1,1,0,3,0,0.000706,140,591,427,0,4
2707,4,256,8,1,1,1,0,3,1,0.000448,146,581,372,0,4
2708,4,256,8,1,1,1,0,3,2,0.000448,146,581,372,0,4
2709,4,256,8,1,1,1,0,4,0,0.000701,164,668,527,0,4
2710,4,256,8,1,1,1,0,4,1,0.000448,169,784,467,0,4
2711,4,256,8,1,1,1,0,4,2,0.000448,169,784,467,0,4
2712,4,256,8,1,1,1,0,5,0,0.000798,218,905,647,0,4
2713,4,256,8,1,1,1,0,5,1,0.000454,214,986,599,0,4
2714,4,256,8,1,1,1,0,5,2,0.000454,214,986,599,0,4
2715,4,256,8,1,1,1,0,6,0,0.000840,205,803,747,0,4
2716,4,256,8,1,1,1,0,6,1,0.000470,247,1148,679,0,4
2717,4,256,8,1,1,1,0,6,2,0.000470,247,1148,679,0,4
2718,4,256,8,1,1,1,0,7,0,0.000907,233,928,867,0,4
2719,4,256,8,1,1,1,0,7,1,0.000465,253,1280,779,0,4
2720,4,256,8,1,1,1,0,7,2,0.000465,253,1280,779,0,4
2721,4,256,8,1,1,1,0,8,0,0.000917,238,816,923,0,4
2722,4,256,8,1,1,1,0,8,1,0.000487,253,1280,743,0,4
2723,4,256,8,1,1,1,0,8,2,0.000487,253,1280,743,0,4
2724,4,256,8,1,1,1,0,9,0,0.000931,274,1159,1080,0,4
2725,4,256,8,1,1,1,0,9,1,0.000601,319,1624,948,0,4
2726,4,256,8,1,1,1,0,9,2,0.000601,319,1624,948,0,4
2727,4,256,8,1,1,1,0,10,0,0.001297,304,1226,1176,0,4
2728,4,256,8,1,1,1,0,10,1,0.000513,350,1692,1013,0,4
2729,4,256,8,1,1,1,0,10,2,0.000513,350,1692,1013,0,4
2730,4,256,8,1,1,1,0,11,0,0.001082,329,1342,1298,0,4
2731,4,256,8,1,1,1,0,11,1,0.000528,396,1947,1112,0,4
2732,4,256,8,1,1,1,0,11,2,0.000528,396,1947,1112,0,4
2733,4,256,8,1,1,1,0,12,0,0.000965,339,1291,1360,0,4
2734,4,256,8,1,1,1,0,12,1,0.000537,406,2001,1145,0,4
2735,4,256,8,1,1,1,0,12,2,0.000537,406,2001,1145,0,4
2736,4,256,8,1,1,1,0,13,0,0.001052,403,1559,1516,0,4
2737,4,256,8,1,1,1,0,13,1,0.000599,419,2156,1279,0,4
2738,4,256,8,1,1,1,0,13,2,0.000599,419,2156,1279,0,4
2739,4,256,8,1,1,1,0,14,0,0.000997,409,1555,1608,0,4
2740,4,256,8,1,1,1,0,14,1,0.000626,474,2514,1345,0,4
2741,4,256,8,1,1,1,0,14,2,0.000626,474,2514,1345,0,4
2742,4,256,8,1,1,1,0,15,0,0.000984,441,1770,1734,0,4
2743,4,256,8,1,1,1,0,15,1,0.000608,527,2694,1447,0,4
2744,4,256,8,1,1,1,0,15,2,0.000608,527,2694,1447,0,4
2745,4,256,8,2,1,1,0,1,0,0.000177,217,771,299,0,44
2746,4,256,8,2,1,1,0,1,1,0.000127,185,751,305,0,44
2747,4,256,8,2,1,1,0,1,2,0.000127,185,751,305,0,44
2748,4,256,8,2,1,1,0,2,0,0.000174,242,760,526,0,44
2749,4,256,8,2,1,1,0,2,1,0.000126,283,1021,452,0,44
2750,4,256,8,2,1,1,0,2,2,0.000126,283,1021,452,0,44
2751,4,256,8,2,1,1,0,3,0,0.000189,343,1055,551,0,44
2752,4,256,8,2,1,1,0,3,1,0.000125,332,1385,587,0,44
2753,4,256,8,2,1,1,0,3,2,0.000125,332,1385,587,0,44
2754,4,256,8,2,1,1,0,4,0,0.000155,340,1114,711,0,44
2755,4,256,8,2,1,1,0,4,1,0.000130,333,1144,615,0,44
2756,4,256,8,2,1,1,0,4,2,0.000130,333,1144,615,0,44
2757,4,256,8,2,1,1,0,5,0,0.000164,450,1576,743,0,44
2758,4,256,8,2,1,1,0,5,1,0.000131,395,1503,765,0,44
2759,4,256,8,2,1,1,0,5,2,0.000131,395,1503,765,0,44
2760,4,256,8,2,1,1,0,6,0,0.000185,400,1536,817,0,44
2761,4,256,8,2,1,1,0,6,1,0.000138,439,1704,839,0,44
2762,4,256,8,2,1,1,0,6,2,0.000138,439,1704,839,0,44
2763,4,256,8,2,1,1,0,7,0,0.000190,480,1880,935,0,44
2764,4,256,8,2,1,1,0,7,1,0.000156,539,1975,1005,0,44
2765,4,256,8,2,1,1,0,7,2,0.000156,539,1975,1005,0,44
2766,4,256,8,2,1,1,0,8,0,0.000141,513,1466,1033,0,44
2767,4,256,8,2,1,1,0,8,1,0.000128,502,1643,989,0,44
2768,4,256,8,2,1,1,0,8,2,0.000128,502,1643,989,0,44
2769,4,256,8,2,1,1,0,9,0,0.000191,571,2216,1113,0,44
2770,4,256,8,2,1,1,0,9,1,0.000141,600,2318,1193,0,44
2771,4,256,8,2,1,1,0,9,2,0.000141,600,2318,1193,0,44
2772,4,256,8,2,1,1,0,10,0,0.000201,680,2385,1179,0,44
2773,4,256,8,2,1,1,0,10,1,0.000142,673,3143,1397,0,44
2774,4,256,8,2,1,1,0,10,2,0.000142,673,3143,1397,0,44
2775,4,256,8,2,1,1,0,11,0,0.000204,677,2605,1301,0,44
2776,4,256,8,2,1,1,0,11,1,0.000151,734,3440,1501,0,44
2777,4,256,8,2,1,1,0,11,2,0.000151,734,3440,1501,0,44
2778,4,256,8,2,1,1,0,12,0,0.000181,694,2477,1327,0,44
2779,4,256,8,2,1,1,0,12,1,0.000148,761,3527,1577,0,44
2780,4,256,8,2,1,1,0,12,2,0.000148,761,3527,1577,0,44
2781,4,256,8,2,1,1,0,13,0,0.000198,747,2975,1491,0,44
2782,4,256,8,2,1,1,0,13,1,0.000152,787,3946,1693,0,44
2783,4,256,8,2,1,1,0,13,2,0.000152,787,3946,1693,0,44
2784,4,256,8,2,1,1,0,14,0,0.000209,813,3060,1547,0,44
2785,4,256,8,2,1,1,0,14,1,0.000152,876,4143,1783,0,44
2786,4,256,8,2,1,1,0,14,2,0.000152,876,4143,1783,0,44
2787,4,256,8,2,1,1,0,15,0,0.000207,854,3302,1685,0,44
2788,4,256,8,2,1,1,0,15,1,0.000156,877,4461,1911,0,44
2789,4,256,8,2,1,1,0,15,2,0.000156,877,4461,1911,0,44
2790,4,256,8,4,1,1,0,1,0,0.000125,425,1703,527,0,56
2791,4,256,8,4,1,1,0,1,1,0.000077,429,1873,539,0,56
2792,4,256,8,4,1,1,0,1,2,0.000077,429,1873,539,0,56
2793,4,256,8,4,1,1,0,2,0,0.000099,498,1797,963,0,56
2794,4,256,8,4,1,1,0,2,1,0.000089,526,2205,824,0,56
2795,4,256,8,4,1,1,0,2,2,0.000089,526,2205,824,0,56
2796,4,256,8,4,1,1,0,3,0,0.000111,652,2213,1020,0,56
2797,4,256,8,4,1,1,0,3,1,0.000084,689,2912,1087,0,56
2798,4,256,8,4,1,1,0,3,2,0.000084,689,2912,1087,0,56
2799,4,256,8,4,1,1,0,4,0,0.000105,683,2373,1320,0,56
2800,4,256,8,4,1,1,0,4,1,0.000098,674,2421,1144,0,56
2801,4,256,8,4,1,1,0,4,2,0.000098,674,2421,1144,0,56
2802,4,256,8,4,1,1,0,5,0,0.000104,810,3219,1395,0,56
2803,4,256,8,4,1,1,0,5,1,0.000086,785,3139,1462,0,56
2804,4,256,8,4,1,1,0,5,2,0.000086,785,3139,1462,0,56
2805,4,256,8,4,1,1,0,6,0,0.000129,843,3152,1538,0,56
2806,4,256,8,4,1,1,0,6,1,0.000097,882,3489,1580,0,56
2807,4,256,8,4,1,1,0,6,2,0.000097,882,3489,1580,0,56
2808,4,256,8,4,1,1,0,7,0,0.000121,928,3756,1770,0,56
2809,4,256,8,4,1,1,0,7,1,0.000101,971,3991,1900,0,56
2810,4,256,8,4,1,1,0,7,2,0.000101,971,3991,1900,0,56
2811,4,256,8,4,1,1,0,8,0,0.000091,969,3163,1948,0,56
2812,4,256,8,4,1,1,0,8,1,0.000096,977,3374,1868,0,56
2813,4,256,8,4,1,1,0,8,2,0.000096,977,3374,1868,0,56
2814,4,256,8,4,1,1,0,9,0,0.000126,1139,4566,2122,0,56
2815,4,256,8,4,1,1,0,9,1,0.000096,1131,4635,2267,0,56
2816,4,256,8,4,1,1,0,9,2,0.000096,1131,4635,2267,0,56
2817,4,256,8,4,1,1,0,10,0,0.000115,1221,4821,2248,0,56
2818,4,256,8,4,1,1,0,10,1,0.000094,1308,6168,2636,0,56
2819,4,256,8,4,1,1,0,10,2,0.000094,1308,6168,2636,0,56
2820,4,256,8,4,1,1,0,11,0,0.000119,1279,5178,2488,0,56
2821,4,256,8,4,1,1,0,11,1,0.000112,1410,6762,2840,0,56
2822,4,256,8,4,1,1,0,11,2,0.000112,1410,6762,2840,0,56
2823,4,256,8,4,1,1,0,12,0,0.000116,1325,5084,2535,0,56
2824,4,256,8,4,1,1,0,12,1,0.000098,1404,5511,2834,0,56
2825,4,256,8,4,1,1,0,12,2,0.000099,1402,5512,2834,0,56
2826,4,256,8,4,1,1,0,13,0,0.000130,1519,5771,2858,0,56
2827,4,256,8,4,1,1,0,13,1,0.000100,1544,6322,3062,0,56
2828,4,256,8,4,1,1,0,13,2,0.000100,1544,6322,3062,0,56
2829,4,256,8,4,1,1,0,14,0,0.000136,1509,5876,2962,0,56
2830,4,256,8,4,1,1,0,14,1,0.000107,1604,6543,3242,0,56
2831,4,256,8,4,1,1,0,14,2,0.000107,1604,6543,3242,0,56
2832,4,256,8,4,1,1,0,15,0,0.000133,1708,6482,3242,0,56
2833,4,256,8,4,1,1,0,15,1,0.000105,1679,7057,3490,0,56
2834,4,256,8,4,1,1,0,15,2,0.000105,1679,7057,3490,0,56
2835,4,256,8,8,1,1,0,1,0,0.000084,856,3228,895,0,80
2836,4,256,8,8,1,1,0,1,1,0.000063,879,3524,959,0,80
2837,4,256,8,8,1,1,0,1,2,0.000063,879,3524,959,0,80
2838,4,256,8,8,1,1,0,2,0,0.000082,901,3416,1711,0,80
2839,4,256,8,8,1,1,0,2,1,0.000068,973,4053,1535,0,80
2840,4,256,8,8,1,1,0,2,2,0.000068,973,4053,1535,0,80
2841,4,256,8,8,1,1,0,3,0,0.000084,1066,4124,1839,0,80
2842,4,256,8,8,1,1,0,3,1,0.000066,1189,4940,1999,0,80
2843,4,256,8,8,1,1,0,3,2,0.000069,1190,4941,1999,0,80
2844,4,256,8,8,1,1,0,4,0,0.000077,1264,4524,2391,0,80
2845,4,256,8,8,1,1,0,4,1,0.000066,1230,4664,2223,0,80
2846,4,256,8,8,1,1,0,4,2,0.000066,1230,4664,2223,0,80
2847,4,256,8,8,1,1,0,5,0,0.000082,1505,5994,2559,0,80
2848,4,256,8,8,1,1,0,5,1,0.000070,1453,5686,2729,0,80
2849,4,256,8,8,1,1,0,5,2,0.000070,1453,5686,2729,0,80
2850,4,256,8,8,1,1,0,6,0,0.000084,1442,5395,2833,0,80
2851,4,256,8,8,1,1,0,6,1,0.000075,1561,6223,3073,0,80
2852,4,256,8,8,1,1,0,6,2,0.000075,1561,6223,3073,0,80
2853,4,256,8,8,1,1,0,7,0,0.000090,1649,6426,3273,0,80
2854,4,256,8,8,1,1,0,7,1,0.000071,1748,7021,3497,0,80
2855,4,256,8,8,1,1,0,7,2,0.000071,1748,7021,3497,0,80
2856,4,256,8,8,1,1,0,8,0,0.000073,1823,5637,3593,0,80
2857,4,256,8,8,1,1,0,8,1,0.000074,1750,6006,3457,0,80
2858,4,256,8,8,1,1,0,8,2,0.000074,1750,6006,3457,0,80
2859,4,256,8,8,1,1,0,9,0,0.000088,1951,7751,3937,0,80
2860,4,256,8,8,1,1,0,9,1,0.000078,2026,8200,4201,0,80
2861,4,256,8,8,1,1,0,9,2,0.000078,2026,8200,4201,0,80
2862,4,256,8,8,1,1,0,10,0,0.000084,2229,8732,4185,0,80
2863,4,256,8,8,1,1,0,10,1,0.000078,2339,9711,4737,0,80
2864,4,256,8,8,1,1,0,10,2,0.000078,2339,9711,4737,0,80
2865,4,256,8,8,1,1,0,11,0,0.000088,2361,9180,4643,0,80
2866,4,256,8,8,1,1,0,11,1,0.000075,2553,10466,5123,0,80
2867,4,256,8,8,1,1,0,11,2,0.000078,2570,10462,5123,0,80
2868,4,256,8,8,1,1,0,12,0,0.000085,2422,9070,4739,0,80
2869,4,256,8,8,1,1,0,12,1,0.000077,2663,10425,5410,0,80
2870,4,256,8,8,1,1,0,12,2,0.000077,2663,10425,5410,0,80
2871,4,256,8,8,1,1,0,13,0,0.000090,2716,10897,5363,0,80
2872,4,256,8,8,1,1,0,13,1,0.000080,2928,11878,5947,0,80
2873,4,256,8,8,1,1,0,13,2,0.000076,2930,11875,5947,0,80
2874,4,256,8,8,1,1,0,14,0,0.000088,2821,10752,5571,0,80
2875,4,256,8,8,1,1,0,14,1,0.000077,3191,12803,6307,0,80
2876,4,256,8,8,1,1,0,14,2,0.000077,3191,12803,6307,0,80
2877,4,256,8,8,1,1,0,15,0,0.000095,3146,11930,6051,0,80
2878,4,256,8,8,1,1,0,15,1,0.000078,3282,13407,6699,0,80
2879,4,256,8,8,1,1,0,15,2,0.000078,3308,13405,6699,0,80
2880,5,256,1,1,1,1,0,1,0,0.000136,115,382,133,5,5
2881,5,256,1,1,1,1,0,1,1,0.000093,107,462,138,5,5
2882,5,256,1,1,1,1,0,1,2,0.000093,107,462,138,5,5
2883,5,256,1,1,1,1,0,2,0,0.000110,112,455,237,4,5
2884,5,256,1,1,1,1,0,2,1,0.000091,121,478,305,0,5
2885,5,256,1,1,1,1,0,2,2,0.000091,121,478,305,0,5
2886,5,256,1,1,1,1,0,3,0,0.000108,158,560,237,15,5
2887,5,256,1,1,1,1,0,3,1,0.000092,174,693,270,15,5
2888,5,256,1,1,1,1,0,3,2,0.000092,174,693,270,15,5
2889,5,256,1,1,1,1,0,4,0,0.000104,173,667,378,4,5
2890,5,256,1,1,1,1,0,4,1,0.000093,173,588,491,0,5
2891,5,256,1,1,1,1,0,4,2,0.000093,173,588,491,0,5
2892,5,256,1,1,1,1,0,5,0,0.000127,173,660,481,0,5
2893,5,256,1,1,1,1,0,5,1,0.000096,175,729,556,0,5
2894,5,256,1,1,1,1,0,5,2,0.000096,175,729,556,0,5
2895,5,256,1,1,1,1,0,6,0,0.000106,195,715,518,4,5
2896,5,256,1,1,1,1,0,6,1,0.000108,204,827,653,0,5
2897,5,256,1,1,1,1,0,6,2,0.000112,210,828,653,0,5
2898,5,256,1,1,1,1,0,7,0,0.000107,199,719,617,0,5
2899,5,256,1,1,1,1,0,7,1,0.000104,231,914,750,0,5
2900,5,256,1,1,1,1,0,7,2,0.000104,217,915,750,0,5
2901,5,256,1,1,1,1,0,8,0,0.000135,212,809,627,9,5
2902,5,256,1,1,1,1,0,8,1,0.000115,252,1062,854,5,5
2903,5,256,1,1,1,1,0,8,2,0.000115,252,1062,854,5,5
2904,5,256,1,1,1,1,0,9,0,0.000123,254,839,759,0,5
2905,5,256,1,1,1,1,0,9,1,0.000124,280,1101,904,0,5
2906,5,256,1,1,1,1,0,9,2,0.000124,280,1101,904,0,5
2907,5,256,1,1,1,1,0,10,0,0.000112,291,940,802,4,5
2908,5,256,1,1,1,1,0,10,1,0.000110,278,1126,1001,0,5
2909,5,256,1,1,1,1,0,10,2,0.000110,278,1126,1001,0,5
2910,5,256,1,1,1,1,0,11,0,0.000130,287,876,892,0,5
2911,5,256,1,1,1,1,0,11,1,0.000108,332,1273,1098,0,5
2912,5,256,1,1,1,1,0,11,2,0.000108,332,1273,1098,0,5
2913,5,256,1,1,1,1,0,12,0,0.000135,296,1030,920,4,5
2914,5,256,1,1,1,1,0,12,1,0.000116,356,1327,1185,0,5
2915,5,256,1,1,1,1,0,12,2,0.000116,356,1327,1185,0,5
2916,5,256,1,1,1,1,0,13,0,0.000113,286,989,1032,0,5
2917,5,256,1,1,1,1,0,13,1,0.000111,370,1432,1252,0,5
2918,5,256,1,1,1,1,0,13,2,0.000111,370,1432,1252,0,5
2919,5,256,1,1,1,1,0,14,0,0.000128,338,1200,1074,4,5
2920,5,256,1,1,1,1,0,14,1,0.000148,420,1372,1349,0,5
2921,5,256,1,1,1,1,0,14,2,0.000148,420,1372,1349,0,5
2922,5,256,1,1,1,1,0,15,0,0.000117,305,1052,1172,0,5
2923,5,256,1,1,1,1,0,15,1,0.000123,416,1455,1446,0,5
2924,5,256,1,1,1,1,0,15,2,0.000123,416,1455,1446,0,5
2925,6,256,1,1,1,1,0,1,0,0.000121,116,455,165,6,6
2926,6,256,1,1,1,1,0,1,1,0.000076,116,465,170,6,6
2927,6,256,1,1,1,1,0,1,2,0.000076,116,465,170,6,6
2928,6,256,1,1,1,1,0,2,0,0.000096,141,550,230,12,6
2929,6,256,1,1,1,1,0,2,1,0.000086,155,632,235,12,6
2930,6,256,1,1,1,1,0,2,2,0.000074,156,632,235,12,6
2931,6,256,1,1,1,1,0,3,0,0.000101,139,513,351,5,6
2932,6,256,1,1,1,1,0,3,1,0.000082,160,584,466,0,6
2933,6,256,1,1,1,1,0,3,2,0.000082,160,584,466,0,6
2934,6,256,1,1,1,1,0,4,0,0.000102,182,742,418,11,6
2935,6,256,1,1,1,1,0,4,1,0.000081,199,733,564,6,6
2936,6,256,1,1,1,1,0,4,2,0.000081,199,733,564,6,6
2937,6,256,1,1,1,1,0,5,0,0.000098,200,785,510,5,6
2938,6,256,1,1,1,1,0,5,1,0.000087,214,807,644,0,6
2939,6,256,1,1,1,1,0,5,2,0.000087,214,807,644,0,6
2940,6,256,1,1,1,1,0,6,0,0.000101,225,789,588,5,6
2941,6,256,1,1,1,1,0,6,1,0.000091,239,980,760,0,6
2942,6,256,1,1,1,1,0,6,2,0.000091,239,980,760,0,6
2943,6,256,1,1,1,1,0,7,0,0.000095,240,846,667,5,6
2944,6,256,1,1,1,1,0,7,1,0.000086,252,1009,870,0,6
2945,6,256,1,1,1,1,0,7,2,0.000086,252,1009,870,0,6
2946,6,256,1,1,1,1,0,8,0,0.000112,237,909,686,17,6
2947,6,256,1,1,1,1,0,8,1,0.000093,291,1188,980,6,6
2948,6,256,1,1,1,1,0,8,2,0.000093,291,1188,980,6,6
2949,6,256,1,1,1,1,0,9,0,0.000112,303,1011,825,5,6
2950,6,256,1,1,1,1,0,9,1,0.000099,315,1268,1051,0,6
2951,6,256,1,1,1,1,0,9,2,0.000099,315,1268,1051,0,6
2952,6,256,1,1,1,1,0,10,0,0.000099,300,1045,902,5,6
2953,6,256,1,1,1,1,0,10,1,0.000113,345,1339,1163,0,6
