n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,Latency,Area,FF
2964,8,8,2,8,1,1,4194304,0,0.749225,17516.100,1448
2965,8,8,2,8,1,2,2097152,0,0.726506,17053.793,1448
2966,8,8,2,8,1,4,1048576,0,0.709300,8723.204,235
2976,8,8,4,1,1,1,4194304,0,0.685670,4797.310,236
2977,8,8,4,1,1,2,2097152,0,0.689647,4695.166,236
2978,8,8,4,1,1,4,1048576,0,0.694785,4877.908,239
2979,8,8,4,1,2,1,4194304,0,0.697134,5223.176,231
2980,8,8,4,1,2,2,2097152,0,0.700614,5177.424,231
2981,8,8,4,1,2,4,1048576,0,0.692991,5416.292,234
2982,8,8,4,1,4,1,4194304,0,0.697396,6019.314,231
2983,8,8,4,1,4,2,2097152,0,0.705349,6461.672,231
2984,8,8,4,1,4,4,1048576,0,0.695905,6309.254,234
2985,8,8,4,1,8,1,4194304,0,0.715421,8053.416,231
2986,8,8,4,1,8,2,2097152,0,0.697527,7556.794,231
2987,8,8,4,1,8,4,1048576,0,0.723374,7933.450,234
2988,8,8,4,2,1,1,4194304,0,0.681028,5429.060,236
2989,8,8,4,2,1,2,2097152,0,0.694122,5391.820,236
2990,8,8,4,2,1,4,1048576,0,0.690144,6190.884,239
2991,8,8,4,2,2,1,4194304,0,0.712875,6867.322,236
2992,8,8,4,2,2,2,2097152,0,0.691168,6396.502,236
2993,8,8,4,2,2,4,1048576,0,0.712378,6466.726,239
2994,8,8,4,2,4,1,4194304,0,0.710485,8821.358,236
2995,8,8,4,2,4,2,2097152,0,0.722912,9040.808,236
2996,8,8,4,2,4,4,1048576,0,0.698058,7894.348,239
3000,8,8,4,4,1,1,4194304,0,0.709536,7125.342,236
3001,8,8,4,4,1,2,2097152,0,0.718486,6809.068,236
3002,8,8,4,4,1,4,1048576,0,0.703403,6880.622,239
3003,8,8,4,4,2,1,4194304,0,0.704093,9062.886,236
3004,8,8,4,4,2,2,2097152,0,0.753805,9280.740,236
3005,8,8,4,4,2,4,1048576,0,0.707738,9385.810,239
3012,8,8,4,8,1,1,4194304,0,0.712022,8135.610,236
3013,8,8,4,8,1,2,2097152,0,0.713845,9192.694,236
3014,8,8,4,8,1,4,1048576,0,0.706221,10602.760,239
3024,8,8,8,1,1,1,4194304,0,0.686386,4766.720,231
3025,8,8,8,1,1,2,2097152,0,0.687535,4943.344,231
3026,8,8,8,1,1,4,1048576,0,0.703131,5174.232,234
3027,8,8,8,1,2,1,4194304,0,0.702170,5411.504,231
3028,8,8,8,1,2,2,2097152,0,0.689860,5955.740,231
3029,8,8,8,1,2,4,1048576,0,0.695112,6364.848,234
3030,8,8,8,1,4,1,4194304,0,0.694058,6939.940,231
3036,8,8,8,2,1,1,4194304,0,0.700340,5553.548,231
3037,8,8,8,2,1,2,2097152,0,0.693773,6022.240,231
3038,8,8,8,2,1,4,1048576,0,0.706742,6641.754,234
3039,8,8,8,2,2,1,4194304,0,0.698559,7524.076,231
3040,8,8,8,2,2,2,2097152,0,0.727775,7397.726,231
3042,8,8,8,2,4,1,4194304,0,0.696191,9068.206,231
3048,8,8,8,4,1,1,4194304,0,0.711831,7803.110,231
3049,8,8,8,4,1,2,2097152,0,0.701325,7694.848,231
