n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
5075,1024,4,2,3,3,64,0,0.150382,1015
5076,1024,4,2,3,3,128,0,0.150382,1015
5077,1024,4,2,3,3,256,0,0.150382,1015
5078,1024,4,2,3,3,512,0,0.150382,1015
5079,1024,4,2,3,3,1024,0,0.150382,1015
5080,1024,4,2,3,4,8,0,0.245141,777
5081,1024,4,2,3,4,16,0,0.158327,805
5082,1024,4,2,3,4,32,0,0.158327,805
5083,1024,4,2,3,4,64,0,0.158327,805
5084,1024,4,2,3,4,128,0,0.158327,805
5085,1024,4,2,3,4,256,0,0.158327,805
5086,1024,4,2,3,4,512,0,0.158327,805
5087,1024,4,2,3,4,1024,0,0.158327,805
5088,1024,4,2,4,1,8,0,0.260714,1019
5089,1024,4,2,4,1,16,0,0.233978,1013
5090,1024,4,2,4,1,32,0,0.233978,1013
5091,1024,4,2,4,1,64,0,0.233978,1013
5092,1024,4,2,4,1,128,0,0.233978,1013
5093,1024,4,2,4,1,256,0,0.233978,1013
5094,1024,4,2,4,1,512,0,0.233978,1013
5095,1024,4,2,4,1,1024,0,0.233978,1013
5096,1024,4,2,4,2,8,0,0.256643,968
5097,1024,4,2,4,2,16,0,0.240787,930
5098,1024,4,2,4,2,32,0,0.240787,930
5099,1024,4,2,4,2,64,0,0.240787,930
5100,1024,4,2,4,2,128,0,0.240787,930
5101,1024,4,2,4,2,256,0,0.240787,930
5102,1024,4,2,4,2,512,0,0.240787,930
5103,1024,4,2,4,2,1024,0,0.240787,930
5104,1024,4,2,4,3,8,0,0.250333,993
5105,1024,4,2,4,3,16,0,0.260458,1088
5106,1024,4,2,4,3,32,0,0.254595,1082
5107,1024,4,2,4,3,64,0,0.260458,1088
5108,1024,4,2,4,3,128,0,0.260458,1088
5109,1024,4,2,4,3,256,0,0.254595,1082
5110,1024,4,2,4,3,512,0,0.260458,1088
5111,1024,4,2,4,3,1024,0,0.260458,1088
5112,1024,4,2,4,4,8,0,0.248174,886
5113,1024,4,2,4,4,16,0,0.24665,868
5114,1024,4,2,4,4,32,0,0.24665,868
5115,1024,4,2,4,4,64,0,0.24665,868
5116,1024,4,2,4,4,128,0,0.24665,868
5117,1024,4,2,4,4,256,0,0.24665,868
5118,1024,4,2,4,4,512,0,0.24665,868
5119,1024,4,2,4,4,1024,0,0.24665,868
5120,1024,4,3,1,1,8,0,0.15223,793
5121,1024,4,3,1,1,16,0,0.088829,415
5122,1024,4,3,1,1,32,0,0.088829,415
5123,1024,4,3,1,1,64,0,0.08811,412
5124,1024,4,3,1,1,128,0,0.088829,415
5125,1024,4,3,1,1,256,0,0.088829,415
5126,1024,4,3,1,1,512,0,0.088829,415
5127,1024,4,3,1,1,1024,0,0.088829,415
5128,1024,4,3,1,2,8,0,0.150069,705
5129,1024,4,3,1,2,16,0,0.09112,444
5130,1024,4,3,1,2,32,0,0.09112,444
5131,1024,4,3,1,2,64,0,0.09112,444
5132,1024,4,3,1,2,128,0,0.09112,444
5133,1024,4,3,1,2,256,0,0.09112,444
5134,1024,4,3,1,2,512,0,0.09112,444
5135,1024,4,3,1,2,1024,0,0.09112,444
5136,1024,4,3,1,3,8,0,0.128969,817
5137,1024,4,3,1,3,16,0,0.090514,502
5138,1024,4,3,1,3,32,0,0.090514,502
5139,1024,4,3,1,3,64,0,0.090514,502
5140,1024,4,3,1,3,128,0,0.090514,502
5141,1024,4,3,1,3,256,0,0.090514,502
5142,1024,4,3,1,3,512,0,0.090514,502
5143,1024,4,3,1,3,1024,0,0.090514,502
5144,1024,4,3,1,4,8,0,0.151409,725
5145,1024,4,3,1,4,16,0,0.089368,341
5146,1024,4,3,1,4,32,0,0.089368,341
5147,1024,4,3,1,4,64,0,0.089368,341
5148,1024,4,3,1,4,128,0,0.089368,341
5149,1024,4,3,1,4,256,0,0.089368,341
5150,1024,4,3,1,4,512,0,0.089368,341
5151,1024,4,3,1,4,1024,0,0.089368,341
5152,1024,4,3,2,1,8,0,0.195874,847
5153,1024,4,3,2,1,16,0,0.149386,613
5154,1024,4,3,2,1,32,0,0.149386,613
5155,1024,4,3,2,1,64,0,0.149386,613
5156,1024,4,3,2,1,128,0,0.149386,613
5157,1024,4,3,2,1,256,0,0.149386,613
5158,1024,4,3,2,1,512,0,0.149386,613
5159,1024,4,3,2,1,1024,0,0.149386,613
5160,1024,4,3,2,2,8,0,0.186186,742
5161,1024,4,3,2,2,16,0,0.153594,603
5162,1024,4,3,2,2,32,0,0.153594,603
5163,1024,4,3,2,2,64,0,0.153594,603
5164,1024,4,3,2,2,128,0,0.153594,603
5165,1024,4,3,2,2,256,0,0.153594,603
5166,1024,4,3,2,2,512,0,0.151892,601
5167,1024,4,3,2,2,1024,0,0.153594,603
5168,1024,4,3,2,3,8,0,0.203135,837
5169,1024,4,3,2,3,16,0,0.149953,683
5170,1024,4,3,2,3,32,0,0.149953,683
5171,1024,4,3,2,3,64,0,0.149953,683
5172,1024,4,3,2,3,128,0,0.149953,683
5173,1024,4,3,2,3,256,0,0.149953,683
5174,1024,4,3,2,3,512,0,0.149953,683
5175,1024,4,3,2,3,1024,0,0.149953,683
5176,1024,4,3,2,4,8,0,0.19722,747
5177,1024,4,3,2,4,16,0,0.152632,558
5178,1024,4,3,2,4,32,0,0.152632,558
5179,1024,4,3,2,4,64,0,0.152632,558
5180,1024,4,3,2,4,128,0,0.152774,558
5181,1024,4,3,2,4,256,0,0.152632,558
5182,1024,4,3,2,4,512,0,0.152632,558
5183,1024,4,3,2,4,1024,0,0.152632,558
5184,1024,4,3,3,1,8,0,0.390068,970
5185,1024,4,3,3,1,16,0,0.225035,947
5186,1024,4,3,3,1,32,0,0.225035,947
5187,1024,4,3,3,1,64,0,0.225035,947
5188,1024,4,3,3,1,128,0,0.225035,947
5189,1024,4,3,3,1,256,0,0.225035,947
5190,1024,4,3,3,1,512,0,0.225035,947
5191,1024,4,3,3,1,1024,0,0.225035,947
5192,1024,4,3,3,2,8,0,0.377698,862
5193,1024,4,3,3,2,16,0,0.218239,959
5194,1024,4,3,3,2,32,0,0.218239,959
5195,1024,4,3,3,2,64,0,0.218239,959
5196,1024,4,3,3,2,128,0,0.218239,959
5197,1024,4,3,3,2,256,0,0.218239,959
5198,1024,4,3,3,2,512,0,0.218239,959
5199,1024,4,3,3,2,1024,0,0.218239,959
5200,1024,4,3,3,3,8,0,0.381139,919
5201,1024,4,3,3,3,16,0,0.21932,1057
5202,1024,4,3,3,3,32,0,0.21932,1057
5203,1024,4,3,3,3,64,0,0.21932,1057
5204,1024,4,3,3,3,128,0,0.21932,1057
5205,1024,4,3,3,3,256,0,0.21932,1057
5206,1024,4,3,3,3,512,0,0.21932,1057
5207,1024,4,3,3,3,1024,0,0.21932,1057
5208,1024,4,3,3,4,8,0,0.38675,864
5209,1024,4,3,3,4,16,0,0.220842,992
5210,1024,4,3,3,4,32,0,0.220842,992
5211,1024,4,3,3,4,64,0,0.220842,992
5212,1024,4,3,3,4,128,0,0.220842,992
5213,1024,4,3,3,4,256,0,0.220842,992
5214,1024,4,3,3,4,512,0,0.220842,992
5215,1024,4,3,3,4,1024,0,0.220842,992
5216,1024,4,3,4,1,8,0,0.396376,1083
5217,1024,4,3,4,1,16,0,0.368961,990
5218,1024,4,3,4,1,32,0,0.368961,990
5219,1024,4,3,4,1,64,0,0.368961,990
5220,1024,4,3,4,1,128,0,0.368961,990
5221,1024,4,3,4,1,256,0,0.368961,990
5222,1024,4,3,4,1,512,0,0.368961,990
5223,1024,4,3,4,1,1024,0,0.368961,990
5224,1024,4,3,4,2,8,0,0.401127,1114
5225,1024,4,3,4,2,16,0,0.366692,978
5226,1024,4,3,4,2,32,0,0.364423,993
5227,1024,4,3,4,2,64,0,0.364423,993
5228,1024,4,3,4,2,128,0,0.364423,993
5229,1024,4,3,4,2,256,0,0.364423,993
5230,1024,4,3,4,2,512,0,0.364423,993
5231,1024,4,3,4,2,1024,0,0.364423,993
5232,1024,4,3,4,3,8,0,0.39056,1050
5233,1024,4,3,4,3,16,0,0.37917,1132
5234,1024,4,3,4,3,32,0,0.37917,1132
5235,1024,4,3,4,3,64,0,0.37917,1132
5236,1024,4,3,4,3,128,0,0.37917,1132
5237,1024,4,3,4,3,256,0,0.37917,1132
5238,1024,4,3,4,3,512,0,0.37917,1132
5239,1024,4,3,4,3,1024,0,0.37917,1132
5240,1024,4,3,4,4,8,0,0.384579,1047
5241,1024,4,3,4,4,16,0,0.364706,952
5242,1024,4,3,4,4,32,0,0.364706,952
5243,1024,4,3,4,4,64,0,0.364706,952
5244,1024,4,3,4,4,128,0,0.364706,952
5245,1024,4,3,4,4,256,0,0.364706,952
5246,1024,4,3,4,4,512,0,0.364706,952
5247,1024,4,3,4,4,1024,0,0.364706,952
5248,1024,4,4,1,1,8,0,0.103569,818
5249,1024,4,4,1,1,16,0,0.061186,407
5250,1024,4,4,1,1,32,0,0.061186,407
5251,1024,4,4,1,1,64,0,0.061186,407
5252,1024,4,4,1,1,128,0,0.061186,407
5253,1024,4,4,1,1,256,0,0.061186,407
5254,1024,4,4,1,1,512,0,0.061186,407
5255,1024,4,4,1,1,1024,0,0.061186,407
5256,1024,4,4,1,2,8,0,0.098542,735
5257,1024,4,4,1,2,16,0,0.060496,356
5258,1024,4,4,1,2,32,0,0.060496,356
5259,1024,4,4,1,2,64,0,0.060496,356
5260,1024,4,4,1,2,128,0,0.060496,356
5261,1024,4,4,1,2,256,0,0.060496,356
5262,1024,4,4,1,2,512,0,0.060496,356
5263,1024,4,4,1,2,1024,0,0.060496,356
5264,1024,4,4,1,3,8,0,0.100366,798
5265,1024,4,4,1,3,16,0,0.06252,545
5266,1024,4,4,1,3,32,0,0.06252,545
5267,1024,4,4,1,3,64,0,0.06252,545
5268,1024,4,4,1,3,128,0,0.06252,545
5269,1024,4,4,1,3,256,0,0.06252,545
5270,1024,4,4,1,3,512,0,0.06252,545
5271,1024,4,4,1,3,1024,0,0.06252,545
5272,1024,4,4,1,4,8,0,0.10185,785
5273,1024,4,4,1,4,16,0,0.059515,381
5274,1024,4,4,1,4,32,0,0.059515,381
5275,1024,4,4,1,4,64,0,0.059515,381
5276,1024,4,4,1,4,128,0,0.059515,381
5277,1024,4,4,1,4,256,0,0.059515,381
5278,1024,4,4,1,4,512,0,0.059515,381
5279,1024,4,4,1,4,1024,0,0.059515,381
5280,1024,4,4,2,1,8,0,0.137381,874
5281,1024,4,4,2,1,16,0,0.094491,660
5282,1024,4,4,2,1,32,0,0.094491,660
5283,1024,4,4,2,1,64,0,0.094491,660
5284,1024,4,4,2,1,128,0,0.094491,660
5285,1024,4,4,2,1,256,0,0.094491,660
5286,1024,4,4,2,1,512,0,0.094491,660
5287,1024,4,4,2,1,1024,0,0.094491,660
5288,1024,4,4,2,2,8,0,0.137307,818
5289,1024,4,4,2,2,16,0,0.091298,567
5290,1024,4,4,2,2,32,0,0.091298,567
5291,1024,4,4,2,2,64,0,0.091298,567
5292,1024,4,4,2,2,128,0,0.091298,567
5293,1024,4,4,2,2,256,0,0.091298,567
5294,1024,4,4,2,2,512,0,0.091298,567
5295,1024,4,4,2,2,1024,0,0.091298,567
5296,1024,4,4,2,3,8,0,0.13542,906
5297,1024,4,4,2,3,16,0,0.09981,789
5298,1024,4,4,2,3,32,0,0.09981,789
5299,1024,4,4,2,3,64,0,0.09981,789
5300,1024,4,4,2,3,128,0,0.09981,789
5301,1024,4,4,2,3,256,0,0.09981,789
5302,1024,4,4,2,3,512,0,0.09981,789
5303,1024,4,4,2,3,1024,0,0.09981,789
5304,1024,4,4,2,4,8,0,0.139032,799
5305,1024,4,4,2,4,16,0,0.098345,555
5306,1024,4,4,2,4,32,0,0.098345,555
5307,1024,4,4,2,4,64,0,0.098345,555
5308,1024,4,4,2,4,128,0,0.098345,555
5309,1024,4,4,2,4,256,0,0.098345,555
5310,1024,4,4,2,4,512,0,0.098345,555
5311,1024,4,4,2,4,1024,0,0.098345,555
5312,1024,4,4,3,1,8,0,0.264722,956
5313,1024,4,4,3,1,16,0,0.150965,927
5314,1024,4,4,3,1,32,0,0.150965,927
5315,1024,4,4,3,1,64,0,0.150965,927
5316,1024,4,4,3,1,128,0,0.150965,927
5317,1024,4,4,3,1,256,0,0.150965,927
5318,1024,4,4,3,1,512,0,0.150965,927
5319,1024,4,4,3,1,1024,0,0.150965,927
5320,1024,4,4,3,2,8,0,0.261984,875
5321,1024,4,4,3,2,16,0,0.151997,895
5322,1024,4,4,3,2,32,0,0.151997,895
5323,1024,4,4,3,2,64,0,0.151997,895
5324,1024,4,4,3,2,128,0,0.151997,895
5325,1024,4,4,3,2,256,0,0.151997,895
5326,1024,4,4,3,2,512,0,0.151997,895
5327,1024,4,4,3,2,1024,0,0.151997,895
5328,1024,4,4,3,3,8,0,0.262724,963
5329,1024,4,4,3,3,16,0,0.15067,1040
5330,1024,4,4,3,3,32,0,0.15067,1040
5331,1024,4,4,3,3,64,0,0.15067,1040
5332,1024,4,4,3,3,128,0,0.15067,1040
5334,1024,4,4,3,3,512,0,0.15067,1040
5335,1024,4,4,3,3,1024,0,0.15067,1040
5336,1024,4,4,3,4,8,0,0.259,902
5337,1024,4,4,3,4,16,0,0.152586,889
5338,1024,4,4,3,4,32,0,0.152586,889
5339,1024,4,4,3,4,64,0,0.152586,889
5340,1024,4,4,3,4,128,0,0.152586,889
5341,1024,4,4,3,4,256,0,0.152586,889
5342,1024,4,4,3,4,512,0,0.152586,889
5343,1024,4,4,3,4,1024,0,0.152586,889
5344,1024,4,4,4,1,8,0,0.249968,1104
5345,1024,4,4,4,1,16,0,0.238976,1134
5346,1024,4,4,4,1,32,0,0.238976,1134
5347,1024,4,4,4,1,64,0,0.238976,1134
5348,1024,4,4,4,1,128,0,0.238976,1134
5349,1024,4,4,4,1,256,0,0.238976,1134
5350,1024,4,4,4,1,512,0,0.238976,1134
5351,1024,4,4,4,1,1024,0,0.238976,1134
5352,1024,4,4,4,2,8,0,0.25629,1008
5353,1024,4,4,4,2,16,0,0.231774,1060
5354,1024,4,4,4,2,32,0,0.231774,1060
5355,1024,4,4,4,2,64,0,0.231774,1060
5356,1024,4,4,4,2,128,0,0.231774,1060
5357,1024,4,4,4,2,256,0,0.231774,1060
5358,1024,4,4,4,2,512,0,0.231774,1060
5359,1024,4,4,4,2,1024,0,0.231774,1060
5360,1024,4,4,4,3,8,0,0.256072,1119
5361,1024,4,4,4,3,16,0,0.250915,1163
5362,1024,4,4,4,3,32,0,0.250915,1163
5363,1024,4,4,4,3,64,0,0.250915,1163
5364,1024,4,4,4,3,128,0,0.250915,1163
5365,1024,4,4,4,3,256,0,0.250915,1163
5366,1024,4,4,4,3,512,0,0.250915,1163
5367,1024,4,4,4,3,1024,0,0.250915,1163
5368,1024,4,4,4,4,8,0,0.252485,1016
5369,1024,4,4,4,4,16,0,0.24864,941
5370,1024,4,4,4,4,32,0,0.24864,941
5371,1024,4,4,4,4,64,0,0.24864,941
5372,1024,4,4,4,4,128,0,0.24864,941
5373,1024,4,4,4,4,256,0,0.24864,941
5374,1024,4,4,4,4,512,0,0.24864,941
5375,1024,4,4,4,4,1024,0,0.24864,941
5376,2048,1,1,1,1,16,0,0.158324,318
5377,2048,1,1,1,1,32,0,0.158324,318
5378,2048,1,1,1,1,64,0,0.158324,318
5379,2048,1,1,1,1,128,0,0.158324,318
5380,2048,1,1,1,1,256,0,0.158324,318
5381,2048,1,1,1,1,512,0,0.158324,318
5382,2048,1,1,1,1,1024,0,0.158324,318
5383,2048,1,1,1,1,2048,0,0.158324,318
5384,2048,1,1,1,2,16,0,0.166992,262
5385,2048,1,1,1,2,32,0,0.166992,262
5386,2048,1,1,1,2,64,0,0.166992,262
5387,2048,1,1,1,2,128,0,0.166992,262
5388,2048,1,1,1,2,256,0,0.169915,264
5389,2048,1,1,1,2,512,0,0.166992,262
5390,2048,1,1,1,2,1024,0,0.166992,262
5391,2048,1,1,1,2,2048,0,0.166992,262
5392,2048,1,1,1,3,16,0,0.151998,345
5393,2048,1,1,1,3,32,0,0.151998,345
5394,2048,1,1,1,3,64,0,0.151998,345
5395,2048,1,1,1,3,128,0,0.151998,345
5396,2048,1,1,1,3,256,0,0.151998,345
5397,2048,1,1,1,3,512,0,0.151998,345
5398,2048,1,1,1,3,1024,0,0.151998,345
5399,2048,1,1,1,3,2048,0,0.151998,345
5400,2048,1,1,1,4,16,0,0.141969,270
5401,2048,1,1,1,4,32,0,0.141969,270
5402,2048,1,1,1,4,64,0,0.141969,270
5403,2048,1,1,1,4,128,0,0.141969,270
5404,2048,1,1,1,4,256,0,0.141969,270
5405,2048,1,1,1,4,512,0,0.141969,270
5406,2048,1,1,1,4,1024,0,0.141969,270
5407,2048,1,1,1,4,2048,0,0.141969,270
5408,2048,1,1,2,1,16,0,0.382695,461
5409,2048,1,1,2,1,32,0,0.382695,461
5410,2048,1,1,2,1,64,0,0.382695,461
5411,2048,1,1,2,1,128,0,0.382695,461
5412,2048,1,1,2,1,256,0,0.382695,461
5413,2048,1,1,2,1,512,0,0.382695,461
5414,2048,1,1,2,1,1024,0,0.382695,461
5415,2048,1,1,2,1,2048,0,0.382695,461
5416,2048,1,1,2,2,16,0,0.327412,431
5417,2048,1,1,2,2,32,0,0.327412,431
5418,2048,1,1,2,2,64,0,0.327412,431
5419,2048,1,1,2,2,128,0,0.327412,431
5420,2048,1,1,2,2,256,0,0.336017,430
5421,2048,1,1,2,2,512,0,0.327412,431
5422,2048,1,1,2,2,1024,0,0.327412,431
5423,2048,1,1,2,2,2048,0,0.327412,431
5424,2048,1,1,2,3,16,0,0.382946,474
5425,2048,1,1,2,3,32,0,0.382946,474
5426,2048,1,1,2,3,64,0,0.382946,474
5427,2048,1,1,2,3,128,0,0.382946,474
5428,2048,1,1,2,3,256,0,0.382946,474
5429,2048,1,1,2,3,512,0,0.382946,474
5430,2048,1,1,2,3,1024,0,0.382946,474
5431,2048,1,1,2,3,2048,0,0.382946,474
5432,2048,1,1,2,4,16,0,0.367876,400
5433,2048,1,1,2,4,32,0,0.367876,400
5434,2048,1,1,2,4,64,0,0.367876,400
5435,2048,1,1,2,4,128,0,0.367876,400
5436,2048,1,1,2,4,256,0,0.367876,400
5437,2048,1,1,2,4,512,0,0.367876,400
5438,2048,1,1,2,4,1024,0,0.367876,400
5439,2048,1,1,2,4,2048,0,0.367876,400
5440,2048,1,1,3,1,16,0,0.581891,669
5441,2048,1,1,3,1,32,0,0.581891,669
5442,2048,1,1,3,1,64,0,0.581891,669
5443,2048,1,1,3,1,128,0,0.581891,669
5444,2048,1,1,3,1,256,0,0.581891,669
5445,2048,1,1,3,1,512,0,0.581891,669
5446,2048,1,1,3,1,1024,0,0.581891,669
5447,2048,1,1,3,1,2048,0,0.581891,669
5448,2048,1,1,3,2,16,0,0.558624,701
5449,2048,1,1,3,2,32,0,0.558624,701
5450,2048,1,1,3,2,64,0,0.558624,701
5451,2048,1,1,3,2,128,0,0.558624,701
5452,2048,1,1,3,2,256,0,0.558624,701
5453,2048,1,1,3,2,512,0,0.558624,701
5454,2048,1,1,3,2,1024,0,0.558624,701
5455,2048,1,1,3,2,2048,0,0.558624,701
5456,2048,1,1,3,3,16,0,0.584711,687
5457,2048,1,1,3,3,32,0,0.584711,687
5458,2048,1,1,3,3,64,0,0.584711,687
5459,2048,1,1,3,3,128,0,0.584711,687
5460,2048,1,1,3,3,256,0,0.584711,687
5461,2048,1,1,3,3,512,0,0.584711,687
5462,2048,1,1,3,3,1024,0,0.584711,687
5463,2048,1,1,3,3,2048,0,0.584711,687
5464,2048,1,1,3,4,16,0,0.557273,616
5465,2048,1,1,3,4,32,0,0.557273,616
5466,2048,1,1,3,4,64,0,0.557273,616
5467,2048,1,1,3,4,128,0,0.557273,616
5468,2048,1,1,3,4,256,0,0.557273,616
5469,2048,1,1,3,4,512,0,0.557273,616
5470,2048,1,1,3,4,1024,0,0.557273,616
5471,2048,1,1,3,4,2048,0,0.557273,616
5472,2048,1,1,4,1,16,0,0.808175,680
5473,2048,1,1,4,1,32,0,0.808175,680
5474,2048,1,1,4,1,64,0,0.808175,680
5475,2048,1,1,4,1,128,0,0.808175,680
5476,2048,1,1,4,1,256,0,0.808175,680
5477,2048,1,1,4,1,512,0,0.808175,680
5478,2048,1,1,4,1,1024,0,0.808175,680
5479,2048,1,1,4,1,2048,0,0.808175,680
5480,2048,1,1,4,2,16,0,0.792313,654
5481,2048,1,1,4,2,32,0,0.792313,654
5482,2048,1,1,4,2,64,0,0.792313,654
5483,2048,1,1,4,2,128,0,0.792313,654
5484,2048,1,1,4,2,256,0,0.792313,654
5485,2048,1,1,4,2,512,0,0.792313,654
5486,2048,1,1,4,2,1024,0,0.782494,652
5487,2048,1,1,4,2,2048,0,0.792313,654
5488,2048,1,1,4,3,16,0,0.83461,737
5489,2048,1,1,4,3,32,0,0.83461,737
5490,2048,1,1,4,3,64,0,0.83461,737
5491,2048,1,1,4,3,128,0,0.83461,737
5492,2048,1,1,4,3,256,0,0.83461,737
5493,2048,1,1,4,3,512,0,0.83461,737
5494,2048,1,1,4,3,1024,0,0.83461,737
5495,2048,1,1,4,3,2048,0,0.83461,737
5496,2048,1,1,4,4,16,0,0.821014,629
5497,2048,1,1,4,4,32,0,0.821014,629
5498,2048,1,1,4,4,64,0,0.821014,629
5499,2048,1,1,4,4,128,0,0.821014,629
5500,2048,1,1,4,4,256,0,0.821014,629
5501,2048,1,1,4,4,512,0,0.821014,629
5502,2048,1,1,4,4,1024,0,0.821014,629
5503,2048,1,1,4,4,2048,0,0.821014,629
5504,2048,1,2,1,1,16,0,0.370088,346
5505,2048,1,2,1,1,32,0,0.370088,346
5506,2048,1,2,1,1,64,0,0.370088,346
5507,2048,1,2,1,1,128,0,0.370088,346
5508,2048,1,2,1,1,256,0,0.370088,346
5509,2048,1,2,1,1,512,0,0.370088,346
5510,2048,1,2,1,1,1024,0,0.370088,346
5511,2048,1,2,1,1,2048,0,0.370088,346
5512,2048,1,2,1,2,16,0,0.313798,271
5513,2048,1,2,1,2,32,0,0.313798,271
5514,2048,1,2,1,2,64,0,0.313798,271
5515,2048,1,2,1,2,128,0,0.313798,271
5516,2048,1,2,1,2,256,0,0.313798,271
5517,2048,1,2,1,2,512,0,0.313798,271
5518,2048,1,2,1,2,1024,0,0.313798,271
5519,2048,1,2,1,2,2048,0,0.313798,271
5520,2048,1,2,1,3,16,0,0.343077,345
5521,2048,1,2,1,3,32,0,0.343077,345
5522,2048,1,2,1,3,64,0,0.343077,345
5523,2048,1,2,1,3,128,0,0.343077,345
5524,2048,1,2,1,3,256,0,0.343077,345
5525,2048,1,2,1,3,512,0,0.343077,345
5526,2048,1,2,1,3,1024,0,0.343077,345
5527,2048,1,2,1,3,2048,0,0.343077,345
5528,2048,1,2,1,4,16,0,0.353054,266
5529,2048,1,2,1,4,32,0,0.353054,266
5530,2048,1,2,1,4,64,0,0.353054,266
5531,2048,1,2,1,4,128,0,0.353054,266
5532,2048,1,2,1,4,256,0,0.353054,266
5533,2048,1,2,1,4,512,0,0.353054,266
5534,2048,1,2,1,4,1024,0,0.353054,266
5535,2048,1,2,1,4,2048,0,0.353054,266
5536,2048,1,2,2,1,16,0,0.684089,479
5537,2048,1,2,2,1,32,0,0.684089,479
5538,2048,1,2,2,1,64,0,0.684089,479
5539,2048,1,2,2,1,128,0,0.684089,479
5540,2048,1,2,2,1,256,0,0.684089,479
5541,2048,1,2,2,1,512,0,0.684089,479
5542,2048,1,2,2,1,1024,0,0.684089,479
5543,2048,1,2,2,1,2048,0,0.684089,479
5544,2048,1,2,2,2,16,0,0.681822,428
5545,2048,1,2,2,2,32,0,0.681822,428
5546,2048,1,2,2,2,64,0,0.681822,428
5547,2048,1,2,2,2,128,0,0.681822,428
5548,2048,1,2,2,2,256,0,0.681822,428
5549,2048,1,2,2,2,512,0,0.681822,428
5550,2048,1,2,2,2,1024,0,0.681822,428
5551,2048,1,2,2,2,2048,0,0.681822,428
5552,2048,1,2,2,3,16,0,0.714142,549
5553,2048,1,2,2,3,32,0,0.714142,549
5554,2048,1,2,2,3,64,0,0.714142,549
5555,2048,1,2,2,3,128,0,0.714142,549
5556,2048,1,2,2,3,256,0,0.714142,549
5557,2048,1,2,2,3,512,0,0.714142,549
5558,2048,1,2,2,3,1024,0,0.714142,549
5559,2048,1,2,2,3,2048,0,0.714142,549
5560,2048,1,2,2,4,16,0,0.652021,426
5561,2048,1,2,2,4,32,0,0.665536,422
5562,2048,1,2,2,4,64,0,0.652021,426
5563,2048,1,2,2,4,128,0,0.652021,426
5564,2048,1,2,2,4,256,0,0.652021,426
5565,2048,1,2,2,4,512,0,0.652021,426
5566,2048,1,2,2,4,1024,0,0.652021,426
5567,2048,1,2,2,4,2048,0,0.652021,426
5568,2048,1,2,3,1,16,0,1.11298,722
5569,2048,1,2,3,1,32,0,1.11298,722
5570,2048,1,2,3,1,64,0,1.11298,722
5571,2048,1,2,3,1,128,0,1.11298,722
5572,2048,1,2,3,1,256,0,1.11298,722
5573,2048,1,2,3,1,512,0,1.11298,722
5574,2048,1,2,3,1,1024,0,1.11298,722
5575,2048,1,2,3,1,2048,0,1.11298,722
5576,2048,1,2,3,2,16,0,1.118972,682
5577,2048,1,2,3,2,32,0,1.118972,682
5578,2048,1,2,3,2,64,0,1.118972,682
5579,2048,1,2,3,2,128,0,1.118972,682
5580,2048,1,2,3,2,256,0,1.118972,682
5581,2048,1,2,3,2,512,0,1.118972,682
5582,2048,1,2,3,2,1024,0,1.118972,682
5583,2048,1,2,3,2,2048,0,1.118972,682
5584,2048,1,2,3,3,16,0,1.145645,716
5585,2048,1,2,3,3,32,0,1.145645,716
5586,2048,1,2,3,3,64,0,1.145645,716
5587,2048,1,2,3,3,128,0,1.159628,721
5588,2048,1,2,3,3,256,0,1.145645,716
5589,2048,1,2,3,3,512,0,1.145645,716
5590,2048,1,2,3,3,1024,0,1.145645,716
5591,2048,1,2,3,3,2048,0,1.145645,716
5592,2048,1,2,3,4,16,0,1.132719,604
5593,2048,1,2,3,4,32,0,1.132719,604
5594,2048,1,2,3,4,64,0,1.132719,604
5595,2048,1,2,3,4,128,0,1.132719,604
5596,2048,1,2,3,4,256,0,1.132719,604
5597,2048,1,2,3,4,512,0,1.132719,604
5598,2048,1,2,3,4,1024,0,1.132719,604
5599,2048,1,2,3,4,2048,0,1.132719,604
5600,2048,1,2,4,1,16,0,1.806636,725
5601,2048,1,2,4,1,32,0,1.806636,725
5602,2048,1,2,4,1,64,0,1.806636,725
5603,2048,1,2,4,1,128,0,1.806636,725
5604,2048,1,2,4,1,256,0,1.806636,725
5605,2048,1,2,4,1,512,0,1.806636,725
5606,2048,1,2,4,1,1024,0,1.806636,725
5607,2048,1,2,4,1,2048,0,1.806636,725
5608,2048,1,2,4,2,16,0,1.779445,731
5609,2048,1,2,4,2,32,0,1.779445,731
5610,2048,1,2,4,2,64,0,1.779445,731
5611,2048,1,2,4,2,128,0,1.779445,731
5612,2048,1,2,4,2,256,0,1.779445,731
5613,2048,1,2,4,2,512,0,1.779445,731
5614,2048,1,2,4,2,1024,0,1.779445,731
5615,2048,1,2,4,2,2048,0,1.779445,731
5616,2048,1,2,4,3,16,0,1.848931,748
5617,2048,1,2,4,3,32,0,1.848931,748
5618,2048,1,2,4,3,64,0,1.895759,753
5619,2048,1,2,4,3,128,0,1.848931,748
5620,2048,1,2,4,3,256,0,1.848931,748
5621,2048,1,2,4,3,512,0,1.848931,748
5622,2048,1,2,4,3,1024,0,1.848931,748
5623,2048,1,2,4,3,2048,0,1.848931,748
5624,2048,1,2,4,4,16,0,1.770381,678
5625,2048,1,2,4,4,32,0,1.770381,678
