Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,8064.516129032258,catapult,Area,9665.908,FF,884,catapult_asic_area
Throughput,7518.796992481202,catapult,Area,13688.360,FF,1374,catapult_asic_area
Throughput,7751.937984496125,catapult,Area,13887.860,FF,1414,catapult_asic_area
Throughput,7633.587786259542,catapult,Area,15620.052,FF,1561,catapult_asic_area
Throughput,8130.081300813007,catapult,Area,19057.836,FF,1827,catapult_asic_area
Throughput,7874.0157480314965,catapult,Area,9607.654,FF,867,catapult_asic_area
Throughput,7692.307692307693,catapult,Area,12659.738,FF,1373,catapult_asic_area
Throughput,7352.941176470588,catapult,Area,14002.772,FF,1410,catapult_asic_area
Throughput,7751.937984496125,catapult,Area,15218.924,FF,1559,catapult_asic_area
Throughput,8064.516129032258,catapult,Area,18551.904,FF,1826,catapult_asic_area
Throughput,8695.652173913044,catapult,Area,9398.578,FF,884,catapult_asic_area
Throughput,7751.937984496125,catapult,Area,14101.192,FF,1310,catapult_asic_area
Throughput,7874.0157480314965,catapult,Area,14358.680,FF,1417,catapult_asic_area
Throughput,7518.796992481202,catapult,Area,15776.726,FF,1561,catapult_asic_area
Throughput,8264.462809917355,catapult,Area,20620.055,FF,1955,catapult_asic_area
Throughput,10309.278350515464,catapult,Area,9682.932,FF,861,catapult_asic_area
Throughput,9259.25925925926,catapult,Area,12341.070,FF,1371,catapult_asic_area
Throughput,9615.384615384615,catapult,Area,12750.444,FF,1413,catapult_asic_area
Throughput,9259.25925925926,catapult,Area,14669.900,FF,1561,catapult_asic_area
Throughput,9259.25925925926,catapult,Area,18523.441,FF,1828,catapult_asic_area
Throughput,6060.606060606061,catapult,Area,11579.778,FF,1017,catapult_asic_area
Throughput,5917.15976331361,catapult,Area,15607.816,FF,1474,catapult_asic_area
Throughput,6134.9693251533745,catapult,Area,18269.146,FF,1900,catapult_asic_area
Throughput,6211.180124223602,catapult,Area,17955.799,FF,1917,catapult_asic_area
Throughput,8333.333333333334,catapult,Area,19278.350,FF,1912,catapult_asic_area
Throughput,7352.941176470588,catapult,Area,10994.312,FF,1000,catapult_asic_area
Throughput,7092.198581560283,catapult,Area,14573.874,FF,1473,catapult_asic_area
Throughput,7407.407407407407,catapult,Area,17776.248,FF,1896,catapult_asic_area
Throughput,7299.270072992701,catapult,Area,17841.949,FF,1915,catapult_asic_area
Throughput,11111.111111111111,catapult,Area,18990.805,FF,1911,catapult_asic_area
Throughput,5847.953216374269,catapult,Area,11842.054,FF,1017,catapult_asic_area
Throughput,5988.023952095808,catapult,Area,15477.742,FF,1410,catapult_asic_area
