n,knob_KNOB_MAT_SIZE,knob_KNOB_UNROLL_LMM,knob_KNOB_UNROLL_L1,knob_KNOB_UNROLL_L2,knob_KNOB_UNROLL_L3,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
3490,32,13,1,2,1,1,2,0.0003,77
3491,32,13,1,2,2,1,1,0.0002,82
3492,32,13,1,2,2,1,2,0.0002,83
3493,32,13,1,2,3,1,1,0.0003,85
3494,32,13,1,2,3,1,2,0.0003,84
3495,32,13,1,3,1,1,1,0.0003,80
3496,32,13,1,3,1,1,2,0.0003,89
3497,32,13,1,3,2,1,1,0.0003,81
3499,32,13,1,3,3,1,1,0.0004,89
3500,32,13,1,3,3,1,2,0.0003,87
3501,32,13,2,1,1,1,1,0.0004,78
3502,32,13,2,1,1,1,2,0.0004,70
3503,32,13,2,1,2,1,1,0.0002,67
3504,32,13,2,1,2,1,2,0.0002,69
3505,32,13,2,1,3,1,1,0.0003,83
3506,32,13,2,1,3,1,2,0.0003,91
3507,32,13,2,2,1,1,1,0.0004,75
3508,32,13,2,2,1,1,2,0.0003,78
3509,32,13,2,2,2,1,1,0.0003,73
3511,32,13,2,2,3,1,1,0.0003,81
3512,32,13,2,2,3,1,2,0.0003,83
3513,32,13,2,3,1,1,1,0.0004,87
3514,32,13,2,3,1,1,2,0.0004,76
3515,32,13,2,3,2,1,1,0.0002,78
3516,32,13,2,3,2,1,2,0.0003,79
3517,32,13,2,3,3,1,1,0.0004,98
3518,32,13,2,3,3,1,2,0.0004,110
3519,32,13,3,1,1,1,1,0.0004,74
3520,32,13,3,1,1,1,2,0.0003,79
3521,32,13,3,1,2,1,1,0.0003,73
3522,32,13,3,1,2,1,2,0.0003,73
3523,32,13,3,1,3,1,1,0.0003,90
3524,32,13,3,1,3,1,2,0.0003,96
3525,32,13,3,2,1,1,1,0.0004,77
3526,32,13,3,2,1,1,2,0.0003,88
3527,32,13,3,2,2,1,1,0.0002,77
3529,32,13,3,2,3,1,1,0.0005,99
3530,32,13,3,2,3,1,2,0.0004,107
3531,32,13,3,3,1,1,1,0.0005,99
3532,32,13,3,3,1,1,2,0.0005,95
3533,32,13,3,3,2,1,1,0.0003,91
3534,32,13,3,3,2,1,2,0.0003,93
3535,32,13,3,3,3,1,1,0.0004,112
3536,32,13,3,3,3,1,2,0.0004,109
3537,32,14,1,1,1,1,1,0.0004,63
3538,32,14,1,1,1,1,2,0.0004,58
3539,32,14,1,1,2,1,1,0.0002,58
3540,32,14,1,1,2,1,2,0.0002,67
3541,32,14,1,1,3,1,1,0.0003,64
3542,32,14,1,1,3,1,2,0.0003,87
3543,32,14,1,2,1,1,1,0.0004,66
3544,32,14,1,2,1,1,2,0.0003,63
3546,32,14,1,2,2,1,2,0.0003,69
3547,32,14,1,2,3,1,1,0.0003,68
3548,32,14,1,2,3,1,2,0.0004,67
3549,32,14,1,3,1,1,1,0.0003,61
3550,32,14,1,3,1,1,2,0.0004,72
3551,32,14,1,3,2,1,1,0.0003,59
3552,32,14,1,3,2,1,2,0.0003,72
3553,32,14,1,3,3,1,1,0.0003,74
3554,32,14,1,3,3,1,2,0.0003,79
3555,32,14,2,1,1,1,1,0.0004,59
3556,32,14,2,1,1,1,2,0.0004,70
3557,32,14,2,1,2,1,1,0.0003,57
3558,32,14,2,1,2,1,2,0.0002,69
3559,32,14,2,1,3,1,1,0.0003,70
3561,32,14,2,2,1,1,1,0.0003,62
3562,32,14,2,2,1,1,2,0.0003,66
3563,32,14,2,2,2,1,1,0.0002,59
3564,32,14,2,2,2,1,2,0.0002,67
3565,32,14,2,2,3,1,1,0.0003,74
3566,32,14,2,2,3,1,2,0.0003,89
3567,32,14,2,3,1,1,1,0.0003,59
3568,32,14,2,3,1,1,2,0.0003,73
3569,32,14,2,3,2,1,1,0.0002,66
3570,32,14,2,3,2,1,2,0.0003,67
3571,32,14,2,3,3,1,1,0.0004,92
3572,32,14,2,3,3,1,2,0.0004,105
3573,32,14,3,1,1,1,1,0.0004,71
3575,32,14,3,1,2,1,1,0.0002,69
3576,32,14,3,1,2,1,2,0.0003,81
3577,32,14,3,1,3,1,1,0.0004,77
3578,32,14,3,1,3,1,2,0.0003,75
3579,32,14,3,2,1,1,1,0.0005,72
3580,32,14,3,2,1,1,2,0.0004,78
3581,32,14,3,2,2,1,1,0.0002,65
3582,32,14,3,2,2,1,2,0.0002,76
3583,32,14,3,2,3,1,1,0.0004,89
3584,32,14,3,2,3,1,2,0.0004,102
3585,32,14,3,3,1,1,1,0.0005,74
3586,32,14,3,3,1,1,2,0.0005,90
3587,32,14,3,3,2,1,1,0.0004,90
3588,32,14,3,3,2,1,2,0.0003,103
3589,32,14,3,3,3,1,1,0.0004,84
3591,32,15,1,1,1,1,1,0.0003,81
3592,32,15,1,1,1,1,2,0.0004,92
3593,32,15,1,1,2,1,1,0.0003,77
3594,32,15,1,1,2,1,2,0.0003,87
3595,32,15,1,1,3,1,1,0.0003,90
3596,32,15,1,1,3,1,2,0.0003,85
3597,32,15,1,2,1,1,1,0.0004,89
3598,32,15,1,2,1,1,2,0.0003,99
3599,32,15,1,2,2,1,1,0.0002,73
3601,32,15,1,2,3,1,1,0.0003,83
3602,32,15,1,2,3,1,2,0.0003,92
3603,32,15,1,3,1,1,1,0.0004,85
3604,32,15,1,3,1,1,2,0.0004,84
3605,32,15,1,3,2,1,1,0.0003,80
3606,32,15,1,3,2,1,2,0.0002,91
3607,32,15,1,3,3,1,1,0.0003,89
3608,32,15,1,3,3,1,2,0.0003,96
3609,32,15,2,1,1,1,1,0.0003,81
3610,32,15,2,1,1,1,2,0.0003,81
3611,32,15,2,1,2,1,1,0.0002,74
3612,32,15,2,1,2,1,2,0.0003,82
3613,32,15,2,1,3,1,1,0.0003,89
3614,32,15,2,1,3,1,2,0.0003,98
3615,32,15,2,2,1,1,1,0.0003,78
3616,32,15,2,2,1,1,2,0.0003,85
3617,32,15,2,2,2,1,1,0.0002,79
3619,32,15,2,2,3,1,1,0.0003,85
3620,32,15,2,2,3,1,2,0.0003,89
3621,32,15,2,3,1,1,1,0.0004,96
3622,32,15,2,3,1,1,2,0.0004,89
3623,32,15,2,3,2,1,1,0.0003,76
3624,32,15,2,3,2,1,2,0.0002,89
3625,32,15,2,3,3,1,1,0.0004,109
3626,32,15,2,3,3,1,2,0.0004,116
3627,32,15,3,1,1,1,1,0.0003,80
3628,32,15,3,1,1,1,2,0.0004,89
3629,32,15,3,1,2,1,1,0.0002,83
3631,32,15,3,1,3,1,1,0.0003,94
3632,32,15,3,1,3,1,2,0.0003,92
3633,32,15,3,2,1,1,1,0.0004,80
3634,32,15,3,2,1,1,2,0.0004,92
3635,32,15,3,2,2,1,1,0.0002,84
3636,32,15,3,2,2,1,2,0.0003,91
3637,32,15,3,2,3,1,1,0.0004,128
3638,32,15,3,2,3,1,2,0.0004,115
3639,32,15,3,3,1,1,1,0.0005,112
3640,32,15,3,3,1,1,2,0.0006,125
3641,32,15,3,3,2,1,1,0.0004,97
3642,32,15,3,3,2,1,2,0.0004,106
3643,32,15,3,3,3,1,1,0.0004,108
3644,32,15,3,3,3,1,2,0.0004,116
